time_s,corr_x,corr_y,corr_z
2.561767,395.06,1113.13,-1148.70
2.590856,388.58,1102.70,-1151.03
2.612170,395.03,1093.30,-1147.11
2.639254,393.04,1082.90,-1146.07
2.660800,392.48,1073.70,-1147.74
2.683412,390.72,1064.73,-1149.30
2.706813,389.36,1054.37,-1149.34
2.729258,388.00,1044.76,-1147.19
2.751718,365.46,1023.48,-1158.89
2.780328,360.82,1013.48,-1159.92
2.804748,361.62,1003.66,-1158.90
2.831585,362.25,992.10,-1161.20
2.856841,360.73,979.92,-1164.24
2.880119,383.09,973.72,-1152.60
2.907249,386.31,964.62,-1151.70
2.930304,384.26,954.38,-1153.23
2.953784,383.46,944.20,-1154.82
2.976386,358.58,920.72,-1166.50
3.005345,359.35,910.90,-1166.48
3.027839,358.66,901.57,-1166.80
3.054268,357.20,890.70,-1167.74
3.076630,378.97,884.19,-1155.72
3.103418,380.01,874.81,-1155.70
3.125806,384.74,867.09,-1150.79
3.151264,396.82,860.42,-1145.15
3.174794,388.01,847.43,-1150.11
3.196947,358.82,818.98,-1163.36
3.231962,351.15,807.04,-1166.86
3.254138,357.23,800.38,-1162.56
3.276651,350.51,788.76,-1165.45
3.299389,377.06,785.92,-1151.40
3.326962,372.41,773.22,-1152.77
3.349982,378.06,766.61,-1152.07
3.371147,375.92,755.28,-1151.95
3.393500,379.66,747.88,-1150.99
3.415882,377.74,737.52,-1151.00
3.438641,375.47,726.46,-1151.62
3.460548,378.88,719.00,-1150.77
3.483111,379.47,710.90,-1146.32
3.505265,379.95,700.38,-1145.82
3.527167,381.45,692.56,-1145.07
3.550569,352.16,662.59,-1158.17
3.583019,352.70,653.84,-1157.44
3.604019,351.14,642.95,-1159.13
3.627825,351.41,633.78,-1159.01
3.649952,350.14,623.39,-1161.17
3.678461,354.21,616.19,-1157.18
3.700145,373.18,613.43,-1149.48
3.729949,371.79,603.68,-1147.31
3.754836,379.27,598.00,-1143.51
3.778816,349.81,568.38,-1157.76
3.808806,356.41,561.39,-1155.40
3.830526,358.78,553.81,-1153.58
3.853045,344.94,536.53,-1160.37
3.875040,375.11,538.46,-1143.87
3.902142,374.30,530.14,-1144.96
3.924659,367.93,517.18,-1148.31
3.952843,372.91,511.82,-1145.30
3.976046,378.22,504.84,-1142.74
3.998159,360.30,479.04,-1152.06
4.027953,352.02,464.82,-1156.15
4.050225,354.33,458.19,-1155.15
4.071547,351.59,447.42,-1154.19
4.093322,362.80,445.46,-1148.61
4.114686,355.94,431.66,-1151.07
4.140605,359.08,425.44,-1149.55
4.161326,382.03,427.23,-1139.74
4.190354,380.69,416.68,-1140.95
4.211190,385.79,410.37,-1139.46
4.238578,384.22,403.32,-1139.00
4.260932,373.95,388.57,-1142.98
