time_s,corr_x,corr_y,corr_z
4.384123,-359.94,1495.09,-1149.37
4.409804,-354.58,1495.89,-1147.80
4.431312,-357.40,1496.79,-1149.07
4.456715,-364.48,1498.41,-1152.94
4.478602,-368.86,1500.55,-1155.05
4.500276,-366.65,1501.53,-1154.51
4.522317,-366.18,1503.03,-1154.86
4.544398,-363.22,1504.34,-1154.18
4.570279,-363.39,1505.28,-1154.60
4.593575,-364.25,1506.70,-1155.12
4.617198,-373.55,1509.47,-1158.74
4.645825,-367.70,1509.21,-1157.18
4.672366,-358.68,1509.80,-1155.41
4.699075,-360.69,1510.44,-1157.13
4.721347,-352.52,1509.83,-1154.91
4.754103,-346.80,1510.36,-1153.35
4.775667,-352.79,1511.12,-1155.84
4.801599,-343.43,1510.71,-1151.95
4.824094,-346.31,1510.79,-1153.48
4.849975,-338.70,1511.67,-1151.68
4.873165,-347.67,1511.04,-1154.32
4.895237,-340.01,1510.57,-1151.70
4.921944,-343.20,1511.15,-1152.73
4.943962,-344.30,1510.15,-1152.86
4.969814,-350.92,1511.15,-1154.98
4.994120,-346.44,1510.10,-1153.52
5.016914,-340.19,1509.13,-1151.53
5.042491,-338.83,1507.69,-1151.20
5.065194,-353.25,1507.64,-1155.70
5.096886,-343.21,1505.68,-1152.88
5.120207,-341.79,1505.22,-1151.93
5.145524,-350.08,1505.00,-1154.82
5.171318,-349.45,1504.30,-1154.01
5.198376,-349.76,1504.00,-1153.93
5.221193,-353.17,1504.37,-1155.10
5.244700,-354.13,1504.00,-1154.91
5.269936,-346.65,1499.88,-1151.44
5.291904,-360.76,1501.26,-1156.37
5.322334,-360.27,1499.87,-1156.03
5.464090,-125.94,1823.66,-1035.01
5.615195,-724.55,1574.66,-1392.93
5.637516,-489.60,1544.69,-1306.23
5.687617,-535.62,1528.75,-1319.93
5.714252,-541.87,1524.59,-1322.42
5.737120,-524.29,1498.27,-1319.24
5.812657,-514.70,1474.20,-1314.07
