time_s,raw_x,raw_y,raw_z
1.351417,390.30,1659.78,-1090.23
1.372273,364.70,1647.97,-1104.62
1.402834,364.49,1637.19,-1104.90
1.427772,365.53,1626.38,-1106.18
1.451614,369.02,1616.17,-1102.15
1.473207,390.80,1598.37,-1091.51
1.503199,391.10,1588.19,-1089.44
1.525310,393.82,1576.93,-1088.19
1.550418,388.52,1568.03,-1093.00
1.574383,389.90,1556.45,-1089.17
1.626764,362.47,1534.32,-1106.15
1.648737,363.37,1524.00,-1105.53
1.670912,363.09,1513.62,-1106.72
1.693246,364.80,1503.72,-1106.36
1.715095,367.05,1493.09,-1106.90
1.742374,368.59,1482.66,-1106.91
1.764053,389.86,1466.97,-1095.01
1.789927,389.28,1457.34,-1095.74
1.811583,391.71,1447.13,-1094.22
1.840116,389.82,1436.58,-1095.06
1.861781,390.35,1426.72,-1096.12
1.883315,387.54,1416.50,-1098.52
1.904683,389.73,1405.94,-1095.80
1.926978,391.56,1397.01,-1097.12
1.954379,364.76,1382.91,-1109.30
1.982411,366.09,1373.24,-1107.29
2.004660,372.79,1362.36,-1100.84
2.032223,371.07,1351.76,-1102.56
2.054304,364.60,1340.17,-1107.63
2.076834,364.27,1330.99,-1109.45
2.098926,385.78,1317.41,-1099.25
2.129982,388.80,1308.04,-1097.43
2.152585,389.93,1298.81,-1097.08
2.174695,372.21,1283.17,-1104.15
2.205333,367.38,1272.28,-1107.36
2.227265,365.91,1263.31,-1107.43
2.252929,364.87,1253.24,-1106.15
2.274470,386.55,1240.92,-1094.20
2.303290,391.52,1232.08,-1092.56
2.325374,389.32,1220.54,-1094.32
2.350821,390.22,1211.05,-1094.90
2.373220,388.14,1201.10,-1095.36
2.394934,385.71,1190.83,-1097.06
2.416709,389.94,1182.67,-1093.63
2.438805,387.31,1171.75,-1096.00
2.461307,369.20,1153.85,-1106.61
2.495202,367.13,1143.48,-1108.29
2.517358,366.08,1132.84,-1109.15
2.540390,363.55,1122.34,-1109.54
2.561767,392.31,1113.13,-1095.58
2.590856,386.08,1102.70,-1097.91
2.612170,392.76,1093.30,-1094.00
2.639254,391.02,1082.90,-1092.95
2.660800,390.68,1073.70,-1094.62
2.683412,389.14,1064.73,-1096.19
2.706813,388.03,1054.37,-1096.22
2.729258,386.91,1044.76,-1094.07
2.751718,364.88,1023.48,-1105.77
2.780328,360.49,1013.48,-1106.80
2.804748,361.52,1003.66,-1105.78
2.831585,362.43,992.10,-1108.08
2.856841,361.21,979.92,-1111.12
2.880119,383.72,973.72,-1099.49
2.907249,387.16,964.62,-1098.58
2.930304,385.37,954.38,-1100.11
2.953784,384.81,944.20,-1101.70
2.976386,360.50,920.72,-1113.38
3.005345,361.51,910.90,-1113.36
3.027839,361.04,901.57,-1113.68
3.054268,359.85,890.70,-1114.62
3.076630,381.78,884.19,-1102.61
3.103418,383.05,874.81,-1102.58
3.125806,387.97,867.09,-1097.68
3.151264,400.21,860.42,-1092.03
3.174794,391.72,847.43,-1097.00
3.196947,363.22,818.98,-1110.24
3.231962,355.84,807.04,-1113.75
3.254138,362.08,800.38,-1109.44
3.276651,355.64,788.76,-1112.33
3.299389,382.25,785.92,-1098.28
3.326962,377.92,773.22,-1099.65
3.349982,383.72,766.61,-1098.95
3.371147,381.86,755.28,-1098.83
3.393500,385.78,747.88,-1097.88
3.415882,384.11,737.52,-1097.89
3.438641,382.11,726.46,-1098.50
3.460548,385.70,719.00,-1097.66
3.483111,386.49,710.90,-1093.20
3.505265,387.23,700.38,-1092.70
3.527167,388.91,692.56,-1091.96
3.550569,360.35,662.59,-1105.05
3.583019,361.10,653.84,-1104.32
3.604019,359.82,642.95,-1106.02
3.627825,360.30,633.78,-1105.89
3.649952,359.29,623.39,-1108.05
3.678461,363.53,616.19,-1104.07
3.700145,382.58,613.43,-1096.37
3.729949,381.41,603.68,-1094.19
3.754836,389.03,598.00,-1090.39
3.778816,360.29,568.38,-1104.64
3.808806,367.07,561.39,-1102.28
3.830526,369.62,553.81,-1100.46
3.853045,356.20,536.53,-1107.26
3.875040,386.32,538.46,-1090.75
3.902142,385.72,530.14,-1091.85
3.924659,379.66,517.18,-1095.19
3.952843,384.77,511.82,-1092.18
3.976046,390.25,504.84,-1089.62
3.998159,372.95,479.04,-1098.94
4.027953,365.03,464.82,-1103.04
4.050225,367.49,458.19,-1102.04
4.071547,365.02,447.42,-1101.08
4.093322,376.28,445.46,-1095.49
4.114686,369.75,431.66,-1097.96
4.140605,373.04,425.44,-1096.43
4.161326,395.95,427.23,-1086.62
4.190354,394.87,416.68,-1087.83
4.211190,400.12,410.37,-1086.34
4.238578,398.72,403.32,-1085.89
4.260932,388.81,388.57,-1089.86
