time_s,corr_x,corr_y,corr_z
3.288698,10.96,891.83,-1146.98
3.314269,6.23,879.77,-1148.50
3.336477,9.53,870.85,-1148.54
3.357436,8.64,861.38,-1148.96
3.379680,7.85,849.97,-1146.91
3.402217,10.44,842.65,-1148.04
3.424966,11.07,832.76,-1145.86
3.451021,3.37,819.40,-1149.20
3.472948,-21.46,796.46,-1159.29
3.500016,-14.40,789.18,-1154.81
3.522239,7.24,781.35,-1144.67
3.553391,13.63,774.43,-1143.08
3.576540,13.39,765.07,-1142.11
3.602271,8.77,753.15,-1144.51
3.628632,10.32,743.28,-1143.00
3.653109,3.97,731.22,-1144.65
3.678508,17.28,727.01,-1140.30
3.703757,-19.01,698.24,-1154.96
3.726539,-17.86,688.16,-1154.56
3.748518,5.95,682.56,-1145.42
3.778897,10.62,675.43,-1141.96
3.800396,16.76,667.43,-1138.81
3.827053,13.67,656.37,-1140.79
3.852125,15.53,646.42,-1139.89
3.873630,-12.31,619.91,-1150.91
3.898966,-11.14,610.95,-1151.03
3.921547,-13.91,600.30,-1153.17
3.948445,-14.24,590.15,-1153.86
3.971080,14.44,589.12,-1141.68
4.000733,5.16,576.20,-1145.00
4.024087,11.72,568.57,-1141.93
4.045764,19.08,561.92,-1140.33
4.068175,24.22,557.09,-1138.71
4.090570,12.60,538.82,-1144.44
4.114885,16.09,532.34,-1144.18
4.160098,19.95,513.37,-1142.07
4.182196,21.18,504.28,-1140.29
4.203185,-9.58,473.19,-1154.12
4.236955,-10.81,461.57,-1156.65
4.289195,12.79,454.21,-1146.19
4.354353,21.49,429.39,-1141.46
4.400115,18.04,407.18,-1144.62
4.421939,6.29,391.58,-1147.34
4.443618,12.72,386.84,-1144.73
4.466030,16.30,379.85,-1142.22
4.514725,21.94,363.05,-1140.28
4.536704,15.08,350.66,-1144.58
4.713847,13.30,273.27,-1145.24
4.841130,13.49,220.18,-1138.94
4.864612,12.14,211.23,-1138.88
4.885908,19.71,209.24,-1136.47
4.913243,9.79,192.72,-1141.12
4.934901,11.15,183.49,-1140.29
4.955743,13.91,178.65,-1140.58
4.980508,19.70,173.01,-1137.83
5.002104,3.11,151.22,-1144.11
5.026611,13.45,148.32,-1141.45
5.098421,-11.18,95.15,-1154.02
