time_s,kf_x,kf_y,kf_z
1.554568,-19.43,1849.07,-1332.84
1.578014,-21.76,1839.56,-1331.24
1.602107,-21.07,1829.35,-1330.78
1.626585,-19.20,1819.00,-1330.78
1.651645,-18.74,1808.91,-1331.96
1.675848,-9.28,1796.42,-1329.17
1.706963,-10.71,1783.30,-1340.88
1.730267,-11.04,1773.84,-1335.51
1.755329,-12.69,1764.38,-1334.93
1.780541,-12.74,1755.04,-1334.50
1.804524,-13.58,1746.62,-1332.33
1.827970,-13.94,1738.44,-1329.82
1.853300,-15.61,1729.93,-1331.41
1.877921,-14.23,1721.41,-1330.86
1.904814,-6.06,1709.85,-1332.55
1.930070,-7.02,1699.33,-1332.50
1.954260,-8.69,1689.91,-1330.80
1.976836,-11.74,1681.25,-1327.50
2.000058,-14.26,1672.97,-1326.52
2.022464,-14.89,1664.95,-1324.38
2.045097,-15.38,1656.85,-1323.41
2.067543,-15.82,1648.95,-1322.63
2.090128,-15.01,1640.87,-1322.33
2.113080,-14.90,1632.72,-1323.14
2.137726,-15.49,1624.22,-1327.03
2.162673,-15.21,1615.99,-1330.53
2.186053,-8.15,1606.28,-1328.69
2.217990,-10.14,1594.51,-1343.46
2.241129,-12.85,1586.42,-1339.23
2.265962,-13.29,1578.08,-1338.50
2.290612,-13.96,1570.18,-1337.65
2.317031,-13.95,1561.95,-1339.77
2.344906,-13.68,1553.66,-1343.30
2.370323,-8.81,1544.73,-1340.24
2.398157,-10.41,1535.23,-1342.99
2.421044,-12.59,1527.82,-1336.61
2.445099,-13.33,1519.94,-1333.73
2.468810,-12.95,1512.69,-1330.74
2.493002,-12.42,1505.36,-1329.23
2.518436,-12.50,1497.59,-1330.52
2.541643,-14.39,1490.91,-1328.18
2.564171,-13.74,1484.19,-1324.80
2.588604,-6.82,1475.56,-1324.23
2.617890,-8.11,1465.18,-1333.55
2.642203,-8.35,1457.15,-1331.72
2.665942,-9.26,1449.65,-1329.72
2.689374,-8.28,1442.20,-1327.26
2.711945,-8.48,1435.35,-1324.25
2.734837,-9.02,1428.39,-1322.84
2.757233,-8.77,1421.96,-1320.96
2.781720,-8.59,1415.04,-1323.43
2.804984,-9.60,1408.54,-1323.58
2.828328,-11.28,1401.84,-1324.53
2.850641,-10.21,1395.51,-1323.01
2.873952,-3.37,1388.00,-1322.57
2.905659,-4.53,1377.93,-1338.28
2.928142,-4.14,1370.66,-1333.45
2.951839,-4.52,1362.96,-1332.11
2.975838,-5.02,1355.56,-1331.83
2.998698,-4.16,1348.62,-1329.78
3.021238,-4.58,1341.36,-1328.03
3.043021,-6.89,1334.77,-1325.99
3.069851,-7.63,1327.05,-1332.78
3.091999,-8.35,1320.75,-1329.99
3.114146,-6.78,1314.78,-1327.43
3.137172,-10.07,1307.89,-1328.38
3.159669,-8.15,1301.62,-1327.30
3.182238,-8.24,1294.96,-1327.05
3.205482,-8.60,1288.36,-1328.27
3.229070,-9.97,1281.36,-1330.23
3.256115,-12.78,1273.54,-1337.95
3.282968,-5.07,1266.13,-1340.97
3.306264,-6.72,1257.73,-1338.59
3.329950,-6.98,1249.65,-1337.34
3.352332,-7.41,1242.03,-1334.35
3.379290,-9.00,1233.68,-1340.42
3.403140,-9.39,1226.32,-1339.33
3.426752,-10.30,1218.98,-1338.40
3.449473,-9.80,1212.74,-1336.06
3.473522,-8.55,1205.87,-1336.53
3.496574,-7.24,1199.47,-1335.04
3.519167,-8.50,1192.83,-1333.71
3.542672,-8.43,1186.36,-1334.34
3.564791,-2.84,1179.68,-1330.92
3.593455,-3.40,1169.86,-1340.75
3.616503,-6.66,1161.46,-1338.95
3.649529,-6.54,1151.42,-1354.03
3.673067,-9.69,1143.93,-1349.21
3.695211,-15.76,1135.45,-1344.61
3.726813,-17.75,1124.28,-1356.44
3.752696,-14.29,1116.21,-1353.85
3.776811,-11.95,1108.91,-1348.40
3.799662,-8.95,1102.07,-1341.73
3.822412,-3.44,1095.77,-1335.94
3.845182,-3.28,1088.66,-1332.72
3.867722,-0.73,1081.82,-1328.82
3.890867,1.65,1074.65,-1326.91
3.913371,0.21,1066.88,-1325.37
3.935755,-0.53,1059.53,-1324.36
3.957604,-0.75,1052.62,-1322.68
3.980299,-1.81,1045.27,-1323.21
4.004208,-2.14,1037.97,-1325.93
4.028232,-1.34,1030.84,-1327.84
4.054249,-2.82,1022.75,-1333.77
4.079374,4.82,1015.94,-1334.45
4.106666,2.98,1005.47,-1340.57
4.136952,0.14,995.20,-1350.32
4.161448,-1.07,987.33,-1346.53
4.185516,-0.61,979.88,-1342.82
4.207512,-9.13,969.92,-1338.98
4.239049,-8.08,958.52,-1350.50
4.265459,-6.50,949.93,-1349.68
4.289002,-4.41,942.78,-1343.97
4.313427,-2.92,935.24,-1340.89
4.336140,-2.22,928.26,-1335.85
4.359594,-2.96,919.95,-1334.04
4.383373,-4.39,912.10,-1333.47
4.406604,-1.65,905.35,-1331.15
4.430086,0.79,898.26,-1330.35
4.453336,0.72,890.68,-1330.20
4.475795,8.05,883.97,-1327.09
4.506051,5.01,871.68,-1340.35
4.528484,3.75,862.78,-1336.21
4.553790,3.19,853.84,-1338.04
4.578206,1.96,845.34,-1337.91
4.601042,1.11,837.68,-1335.17
4.624395,0.05,829.77,-1334.04
4.647033,-1.65,821.75,-1332.05
4.669358,-2.73,813.90,-1330.56
4.691866,-2.45,806.50,-1329.55
4.714423,-0.26,799.13,-1328.51
4.737059,0.26,791.41,-1328.42
4.760642,-0.08,783.19,-1330.44
4.783391,-0.90,775.17,-1330.92
4.806354,1.75,767.92,-1330.92
4.829980,1.91,760.21,-1332.78
4.853377,3.34,753.10,-1333.42
4.875380,10.21,747.26,-1330.04
4.904184,8.55,735.33,-1341.11
4.928276,7.23,725.81,-1341.04
4.954682,5.79,715.71,-1344.75
4.980615,5.16,706.81,-1346.00
5.011237,3.04,696.48,-1354.97
5.039212,13.79,690.73,-1353.19
5.064993,12.17,680.34,-1349.96
5.087997,11.93,671.80,-1342.46
5.112682,10.14,662.57,-1340.10
5.138495,10.31,654.09,-1339.47
5.160976,18.25,648.65,-1331.48
5.192353,13.12,634.55,-1343.09
5.215654,11.72,625.01,-1337.29
5.240953,12.35,616.10,-1335.98
5.265001,10.31,606.74,-1333.41
5.287653,8.91,598.32,-1329.35
5.310856,6.12,589.22,-1328.33
5.333101,4.28,580.96,-1326.31
5.355779,3.56,573.52,-1325.72
5.378264,3.64,565.90,-1325.25
5.402547,5.41,558.51,-1327.83
5.425551,7.56,551.56,-1327.69
5.448925,8.54,544.36,-1328.65
5.471818,8.54,536.95,-1329.05
5.494730,10.11,530.20,-1329.36
5.517633,14.96,524.83,-1328.56
5.562316,26.02,513.42,-1363.57
5.592429,23.04,499.76,-1364.68
5.616592,19.10,487.97,-1354.73
5.641820,17.28,477.71,-1348.70
5.664080,16.06,468.86,-1339.31
5.686476,16.35,461.24,-1332.78
5.712602,13.99,451.57,-1334.66
5.738306,13.70,443.75,-1334.88
5.763451,11.94,435.16,-1334.13
5.789738,20.07,430.99,-1333.47
5.819131,18.34,419.72,-1339.78
5.842205,20.34,412.08,-1332.91
5.889144,19.30,395.32,-1366.71
5.912767,17.41,386.29,-1351.55
5.935194,18.49,379.94,-1337.88
5.959348,15.55,370.53,-1332.01
5.982870,16.35,363.61,-1326.18
6.006162,16.41,356.25,-1322.44
6.030466,15.26,347.93,-1321.88
6.058227,14.90,339.75,-1326.69
6.107053,15.03,322.39,-1363.89
6.132810,15.07,313.98,-1351.15
6.402821,13.57,224.63,-1095.63
6.425075,23.26,224.46,-1094.43
6.448438,19.56,215.20,-1097.17
6.470311,18.83,208.68,-1099.20
6.494151,17.21,202.18,-1102.99
6.517996,18.45,197.69,-1106.05
6.541184,19.76,191.34,-1109.58
6.568727,17.07,181.85,-1118.18
6.593819,27.27,181.05,-1120.92
6.618774,26.22,171.45,-1128.70
