time_s,raw_x,raw_y,raw_z
2.761059,-27.04,1831.91,-1099.60
2.787745,-24.97,1826.85,-1098.35
2.809764,-25.45,1821.91,-1098.60
2.830841,-12.71,1811.51,-1092.74
2.862768,-9.95,1806.82,-1091.90
2.886088,-10.59,1802.12,-1092.07
2.910586,-8.04,1797.42,-1090.35
2.936272,-28.26,1794.60,-1099.04
2.964392,-26.25,1788.89,-1097.03
2.985630,-30.34,1785.70,-1099.21
3.011931,-25.13,1781.23,-1097.17
3.033617,-22.79,1776.22,-1095.94
3.058054,-9.83,1767.63,-1091.79
3.086521,-13.33,1763.58,-1093.33
3.108764,-23.60,1758.77,-1097.43
3.139856,-19.99,1753.70,-1096.34
3.162350,-20.40,1750.62,-1095.94
3.187869,-20.67,1746.37,-1096.01
3.209729,-24.40,1741.36,-1097.77
3.231193,-12.94,1732.45,-1093.41
3.260875,-10.78,1728.05,-1092.57
3.282436,-4.91,1722.48,-1089.67
3.309103,-11.04,1718.93,-1092.25
3.330260,-12.82,1715.08,-1092.99
3.352418,-7.50,1710.11,-1090.44
3.374182,-8.74,1706.22,-1091.90
3.396517,-5.94,1700.32,-1090.58
3.423964,-10.69,1697.14,-1092.49
3.446055,-23.66,1695.36,-1097.21
3.475795,-25.42,1690.96,-1097.53
3.497461,-21.95,1686.34,-1096.73
3.518493,-24.81,1682.32,-1098.24
3.541396,-17.96,1678.85,-1095.14
3.562185,-13.51,1674.79,-1093.24
3.587221,-17.84,1671.48,-1095.01
3.608743,-15.81,1667.17,-1094.19
3.628994,-12.61,1661.65,-1092.81
3.660038,-6.64,1656.79,-1090.56
3.682724,-7.16,1653.47,-1090.79
3.708495,-8.47,1649.51,-1091.34
3.730764,-5.31,1646.00,-1090.07
3.755804,-11.73,1641.90,-1092.67
3.780120,-7.76,1638.37,-1090.93
3.804142,-4.17,1634.39,-1089.14
3.827592,-11.42,1630.62,-1092.45
3.853137,-20.25,1627.63,-1095.36
3.876112,-14.00,1622.92,-1093.13
3.898364,-14.39,1619.62,-1093.25
3.920156,-17.41,1615.58,-1094.39
3.942357,-19.65,1612.32,-1094.83
3.963569,-18.60,1607.86,-1094.32
3.989506,-25.87,1604.21,-1097.35
4.011688,-18.60,1601.59,-1094.48
4.033611,-9.52,1594.87,-1091.00
4.061426,-9.40,1591.10,-1091.27
4.083730,-10.92,1588.30,-1091.36
4.109445,-16.17,1584.34,-1094.87
4.131886,-10.36,1581.08,-1092.44
4.153914,-12.22,1578.80,-1092.80
4.176160,-10.08,1575.28,-1091.87
4.197374,-17.07,1572.12,-1093.92
4.222215,-10.03,1568.61,-1092.45
4.243460,-15.86,1565.41,-1094.59
4.275873,-19.47,1563.46,-1095.71
4.298637,-23.20,1561.12,-1095.85
4.320978,-24.82,1558.02,-1097.11
4.343679,-18.02,1554.29,-1094.78
4.370060,-21.21,1550.92,-1096.26
4.393085,-20.86,1549.26,-1096.46
4.415196,-11.14,1544.42,-1092.65
4.437724,-5.77,1540.68,-1090.88
4.461736,-13.35,1537.05,-1093.75
4.483738,-9.70,1535.01,-1092.18
4.509663,-8.67,1532.29,-1091.44
4.531598,-8.75,1529.57,-1091.61
4.554559,-9.51,1526.53,-1092.78
4.577089,-8.23,1522.21,-1092.11
4.598882,-5.70,1519.51,-1091.47
4.621994,-9.62,1517.71,-1092.44
4.646937,-8.39,1513.95,-1091.85
4.672075,-6.74,1511.76,-1090.85
4.697234,-12.54,1507.30,-1093.17
4.724688,-18.66,1503.78,-1095.54
4.747819,-14.02,1501.42,-1094.12
4.769407,-9.40,1496.95,-1093.21
4.798249,-15.06,1493.38,-1095.46
4.823047,-11.92,1490.60,-1094.01
4.845306,1.48,1487.39,-1088.69
4.866281,-1.86,1485.41,-1089.69
4.887643,-7.04,1482.34,-1091.97
4.910500,-6.51,1480.63,-1092.02
4.933355,-9.58,1476.51,-1092.97
4.965764,-8.08,1474.27,-1092.87
4.988346,-14.29,1472.76,-1096.20
5.012940,-11.08,1468.98,-1094.57
5.035053,-12.75,1467.20,-1095.66
5.056508,-10.42,1462.90,-1093.88
5.086917,-7.80,1461.02,-1093.06
5.109059,-10.48,1458.33,-1094.58
5.140191,-14.38,1455.99,-1096.32
5.164137,-9.29,1454.15,-1094.47
5.188323,-8.75,1451.66,-1095.11
5.210961,-12.74,1449.58,-1095.75
5.231442,-10.88,1445.38,-1095.55
5.262080,-8.04,1443.99,-1095.07
5.284561,-6.58,1441.81,-1094.37
5.309776,-8.93,1439.41,-1094.17
5.332258,-6.56,1438.12,-1094.05
5.353506,-8.83,1434.38,-1095.78
5.377120,-6.88,1432.22,-1094.73
5.398974,-11.29,1429.97,-1095.84
5.421915,-5.75,1427.90,-1094.74
5.443966,-9.12,1425.53,-1096.44
5.466933,-6.24,1423.31,-1094.74
5.490264,-9.61,1420.83,-1096.38
5.517224,-18.19,1416.34,-1099.71
5.544137,-17.13,1413.27,-1098.37
5.569658,-8.39,1409.94,-1095.50
5.599316,-8.58,1407.60,-1095.06
5.621739,-20.96,1402.16,-1100.07
5.652838,-19.09,1399.70,-1098.77
5.675232,-11.19,1397.24,-1095.94
5.701001,-15.33,1394.91,-1098.27
5.722757,-7.75,1391.60,-1094.15
5.744527,-2.80,1387.93,-1093.46
5.774012,-2.46,1384.85,-1093.90
5.795701,-0.91,1381.44,-1092.84
5.821750,-6.56,1379.66,-1094.40
5.844212,-7.12,1376.45,-1095.87
5.868109,-7.45,1374.25,-1095.29
5.891790,-3.04,1371.77,-1093.31
5.912895,-6.19,1367.04,-1095.08
5.943019,-14.88,1363.38,-1098.20
5.964802,-9.17,1361.11,-1094.62
5.988800,-9.74,1358.15,-1095.77
6.011313,-8.58,1356.89,-1095.48
6.032656,2.90,1353.35,-1093.31
6.061418,6.61,1351.44,-1090.74
6.083613,1.02,1348.57,-1091.31
6.110354,-2.45,1345.28,-1094.83
6.133602,-13.08,1341.19,-1099.70
6.163704,-10.35,1339.05,-1097.61
6.185664,-11.61,1336.94,-1098.70
6.213254,-14.02,1334.03,-1099.33
6.235132,-4.46,1331.11,-1096.09
6.260495,1.29,1327.14,-1093.06
6.290840,-8.94,1323.77,-1096.76
6.312873,-12.75,1320.10,-1098.42
6.342155,-13.11,1317.05,-1098.57
6.366212,-19.81,1312.87,-1100.36
6.388857,-19.39,1309.33,-1100.56
6.411673,-13.93,1307.57,-1098.41
6.433502,3.55,1303.41,-1093.48
6.461882,-3.28,1299.64,-1094.59
6.483371,-0.20,1296.07,-1093.81
6.511101,-3.10,1291.71,-1094.65
6.532740,-10.18,1287.83,-1098.18
6.563731,-15.54,1283.61,-1100.80
6.586473,-17.65,1277.95,-1103.41
6.613112,-14.07,1275.43,-1100.61
6.635184,-15.09,1270.88,-1102.00
6.655813,-5.20,1267.25,-1096.52
6.686537,3.92,1264.29,-1094.33
6.711710,1.98,1261.10,-1094.18
6.735353,0.03,1256.90,-1095.98
6.757526,-7.76,1251.16,-1099.25
6.788743,-9.14,1246.50,-1099.04
6.811223,-13.09,1242.62,-1100.29
6.833602,-4.96,1238.07,-1098.45
6.862592,-5.52,1235.62,-1098.35
6.884064,-8.07,1231.63,-1100.15
6.910752,-8.55,1227.18,-1100.79
6.937955,-16.55,1219.94,-1103.01
6.968644,-10.37,1217.62,-1102.55
6.989789,7.27,1213.50,-1095.47
7.022311,-0.31,1208.91,-1098.76
7.044483,4.34,1204.64,-1096.89
7.067849,-4.20,1200.72,-1099.96
7.090265,-4.47,1196.91,-1099.91
7.114143,-18.21,1188.88,-1105.69
7.140871,-11.49,1185.76,-1102.64
7.162596,-24.14,1179.92,-1107.60
7.188320,-29.90,1174.50,-1107.56
7.210447,-13.40,1170.69,-1100.36
7.231458,0.06,1167.14,-1095.34
7.261720,-1.63,1163.39,-1095.47
7.283413,2.61,1157.00,-1094.67
7.310377,3.72,1153.51,-1097.15
7.332643,0.67,1148.61,-1099.93
7.356235,-3.23,1143.29,-1100.55
7.378627,-0.74,1138.24,-1100.07
7.401537,11.62,1135.75,-1095.90
7.423320,5.33,1132.31,-1096.93
7.444910,-21.71,1119.62,-1106.01
7.478829,-11.05,1117.18,-1104.50
7.501409,-4.44,1112.30,-1101.20
7.524218,-19.13,1106.16,-1106.55
7.547301,-6.74,1103.87,-1102.79
7.567859,9.46,1098.45,-1096.43
7.598403,4.61,1092.85,-1099.03
7.620238,1.11,1087.52,-1100.25
7.643077,6.53,1083.28,-1097.57
7.672277,10.10,1077.28,-1093.66
7.697198,6.78,1071.51,-1094.05
7.722687,-15.34,1059.66,-1102.95
7.747064,7.47,1057.02,-1094.96
7.778205,6.61,1052.00,-1094.71
7.800379,8.38,1045.90,-1097.98
7.823508,13.81,1042.00,-1096.03
7.845657,-8.76,1029.69,-1103.15
7.876033,-6.94,1026.17,-1101.84
7.899376,-17.73,1017.77,-1107.77
7.923582,-1.44,1016.67,-1100.43
7.947628,1.47,1010.86,-1100.67
7.970345,10.34,1005.65,-1097.16
7.999763,10.53,1001.39,-1096.89
8.022036,-4.47,989.36,-1104.84
8.053173,-4.62,983.73,-1103.67
8.074746,-0.62,978.73,-1102.48
8.100975,-1.13,972.32,-1104.51
8.122190,-1.14,967.28,-1103.84
8.144527,20.21,963.12,-1096.24
8.174037,10.43,956.44,-1098.32
8.195674,14.43,951.51,-1097.33
8.222032,12.23,945.66,-1098.26
8.244658,13.39,938.92,-1098.01
8.267434,10.19,932.89,-1098.43
8.290019,11.85,926.70,-1096.93
8.311530,-3.03,915.04,-1103.32
8.340526,-5.03,908.59,-1103.41
8.362959,-6.80,901.69,-1104.69
8.388889,-3.26,897.28,-1103.34
8.412339,-10.35,890.12,-1106.26
8.434598,9.70,886.50,-1099.01
8.466018,13.63,881.31,-1097.77
8.491551,6.16,873.82,-1101.07
8.513437,8.00,868.62,-1100.08
8.538104,-7.90,854.69,-1106.91
8.564974,-10.26,846.56,-1108.11
8.587055,-11.39,840.32,-1109.12
8.613567,-6.87,835.75,-1107.16
8.635841,-15.33,826.87,-1110.61
8.656901,8.91,826.20,-1101.53
8.685558,9.77,819.82,-1101.83
8.706212,8.80,814.51,-1101.46
8.734024,9.70,809.34,-1100.05
8.756470,10.43,801.19,-1099.30
8.780013,7.17,795.72,-1100.27
8.801701,6.16,788.71,-1099.88
8.822696,-15.73,771.86,-1110.57
8.856100,-7.46,769.12,-1105.47
8.878286,11.81,767.33,-1098.06
8.910347,16.97,763.38,-1095.73
8.932460,-9.53,743.74,-1105.24
8.963802,-7.55,738.51,-1106.28
8.985670,-8.72,731.84,-1103.75
9.013572,-6.83,725.14,-1105.43
9.036671,-5.98,720.65,-1102.34
9.057744,14.74,719.05,-1093.26
9.086964,8.08,710.00,-1095.50
9.108003,0.61,697.73,-1097.62
9.140187,-6.48,688.51,-1101.41
9.162341,-8.21,681.44,-1103.36
9.190772,-3.46,676.54,-1100.68
9.213587,1.32,673.18,-1098.99
9.234664,13.99,669.87,-1094.26
9.262870,13.98,663.87,-1094.94
9.285735,16.08,658.37,-1093.89
9.310268,16.61,652.48,-1094.00
9.332286,13.17,644.80,-1096.61
9.354201,11.79,637.04,-1095.99
9.376385,28.71,636.96,-1087.41
9.398406,26.65,631.04,-1088.59
9.425267,17.83,620.57,-1093.92
9.450228,-4.64,599.55,-1101.89
9.477004,-4.03,594.54,-1103.42
9.503747,1.98,590.64,-1100.60
9.525761,-6.36,581.31,-1104.23
9.549876,-0.79,580.11,-1101.74
9.571353,10.22,576.90,-1098.02
9.598303,9.02,569.63,-1099.03
9.623217,-3.31,552.71,-1105.11
9.652469,7.95,553.50,-1099.10
9.674425,10.19,550.91,-1097.96
9.701113,-6.24,534.27,-1108.14
9.722535,-10.45,526.35,-1106.66
9.772434,33.16,530.58,-1090.60
9.794022,25.36,520.24,-1094.34
9.844099,25.39,508.27,-1094.12
9.866759,33.69,507.04,-1091.39
9.888809,19.89,491.82,-1096.93
9.910844,7.36,477.40,-1101.92
9.940176,7.48,470.37,-1102.62
9.962685,3.27,462.73,-1105.94
9.992055,7.52,459.47,-1103.43
10.015092,1.48,450.54,-1105.09
10.037911,17.92,451.19,-1098.15
10.062026,22.67,449.10,-1095.36
10.084446,24.68,443.51,-1094.25
10.109172,22.09,437.80,-1094.82
10.132399,21.57,430.30,-1096.15
10.155689,30.96,428.43,-1093.88
10.182760,31.73,422.31,-1093.39
10.208256,25.49,411.20,-1096.38
10.232446,11.17,394.39,-1102.23
10.254763,21.98,393.31,-1097.00
10.287184,13.54,383.52,-1097.19
10.310401,1.42,368.45,-1103.40
10.340918,8.08,365.56,-1100.54
10.362517,7.49,358.87,-1102.23
10.391688,2.60,351.55,-1104.71
10.417633,13.63,351.11,-1101.75
10.440751,21.78,349.74,-1095.70
10.464258,17.96,342.25,-1097.86
10.485728,26.31,339.74,-1096.34
10.511180,31.16,337.32,-1094.45
10.533232,12.08,317.70,-1102.14
10.754931,31.70,272.74,-1094.47
10.776684,37.20,272.99,-1091.78
10.801481,37.17,266.74,-1092.20
10.822672,17.49,245.51,-1099.04
10.853555,9.97,236.37,-1099.93
10.921412,7.57,219.00,-1097.54
10.943227,18.32,216.94,-1093.65
10.974708,17.88,212.98,-1093.36
10.996323,22.44,210.97,-1091.52
11.023343,18.90,204.21,-1095.44
11.049418,7.55,189.43,-1098.16
11.078433,9.36,183.05,-1097.14
11.104094,8.78,176.82,-1098.22
11.126050,1.18,167.52,-1099.05
11.169412,23.80,172.56,-1091.31
11.197863,23.66,165.08,-1091.14
11.222704,18.72,155.40,-1094.57
11.244455,8.80,143.10,-1099.75
11.267369,12.54,142.85,-1097.11
11.288927,19.93,143.05,-1094.15
11.331765,17.63,126.89,-1096.14
