source,time_ms,meas_x,meas_y,meas_z,kf_x,kf_y,kf_z,kf_vx,kf_vy,kf_vz,pred_x,pred_y,pred_z,intercept_x,intercept_y,intercept_z,bounces
measured,963.2,,,,148.8,356.9,-943.4,,,,,,,,,,0
measured,978.0,,,,148.8,356.9,-943.4,,,,,,,,,,0
measured,993.4,,,,148.8,356.9,-943.4,,,,,,,,,,0
measured,1011.6,,,,148.8,356.9,-943.4,,,,,,,,,,0
measured,1026.2,156.8,1064.8,-570.0,156.8,1064.8,-570.0,,,,,,,,,,0
measured,1045.4,143.7,1102.5,-569.6,143.7,1102.5,-569.6,,,,,,,,,,0
measured,1060.6,132.9,1140.8,-571.0,132.9,1140.8,-571.0,,,,,,,,,,0
measured,1078.5,124.0,1184.7,-574.7,124.0,1184.6,-574.7,,,,,,,,,,0
measured,1097.5,113.4,1221.7,-581.1,113.6,1223.1,-581.2,-596.2,2216.4,-497.0,,,,,,,0
measured,1113.1,106.4,1263.2,-588.2,106.1,1261.4,-588.5,-567.2,2243.4,-622.0,,,,,,,0
measured,1129.7,85.0,1290.8,-600.6,89.0,1293.5,-600.2,-625.6,2186.2,-773.2,,,,,,,0
measured,1146.5,,,,89.0,1293.5,-600.2,-625.6,2186.2,-773.2,,,,,,,0
measured,1161.2,,,,89.0,1293.5,-600.2,-625.6,2186.2,-773.2,,,,,,,0
measured,1180.4,-25.7,1370.8,-662.6,-22.0,1372.2,-662.0,-1029.4,1966.3,-1283.6,,,,,,,0
measured,1195.3,-152.4,1346.4,-714.4,-128.0,1358.9,-706.7,-1502.5,1724.5,-1530.1,,,,,,,0
measured,1215.1,-161.2,1390.4,-741.3,-177.7,1383.4,-745.0,-1643.0,1629.3,-1734.5,,,,,,,0
measured,1231.1,-168.3,1433.0,-767.2,-187.2,1422.3,-771.6,-1668.3,1608.0,-1878.1,,,,,,,0
measured,1247.9,-183.6,1475.7,-797.4,-194.2,1468.3,-800.4,-1652.2,1612.7,-2014.7,,,,,,,0
measured,1267.7,-193.2,1518.3,-826.5,-198.9,1517.1,-830.5,-1598.9,1619.7,-2151.6,,,,,,,0
measured,1283.3,-99.5,1643.0,-845.4,-133.2,1615.3,-849.9,-1420.1,1739.7,-2241.1,,,,,,,0
measured,1299.6,-124.6,1675.4,-880.0,-117.0,1679.4,-879.2,-1297.0,1814.2,-2337.3,,,,,,,0
measured,1316.3,-124.2,1718.8,-915.8,-114.4,1728.4,-914.4,-1210.6,1885.7,-2446.0,,,,,,,0
measured,1331.4,-135.2,1756.6,-952.7,-124.6,1764.7,-950.9,-1116.5,1956.2,-2541.4,,,,,,,0
measured,1350.1,-57.1,1853.6,-973.8,-76.7,1843.7,-980.5,-908.8,2089.6,-2629.0,,,,,,,0
measured,1365.3,-68.6,1889.0,-1014.0,-63.2,1892.7,-1013.3,-689.4,2237.6,-2689.1,,,,,,,0
measured,1380.6,-77.7,1923.9,-1053.8,-66.4,1931.4,-1051.9,-441.1,2385.7,-2739.8,,,,,,,0
measured,1395.3,-102.4,1950.1,-1062.9,-87.3,1958.9,-1072.2,-157.7,2563.4,-2735.9,,,,,,,0
measured,1410.6,-114.5,1971.1,-1028.0,-107.6,1979.7,-1054.4,189.5,2757.3,-2614.9,,,,,,,0
measured,1429.3,-120.3,1996.2,-993.4,-121.6,2001.6,-1014.5,340.2,2778.8,-2448.7,,,,,,,0
measured,1448.0,-129.3,2019.0,-963.1,-129.3,2019.0,-963.1,,,,,,,,,,1
measured,1461.2,-138.0,2041.1,-929.0,-138.0,2041.1,-929.0,-498.7,1338.1,1614.9,,,,,,,1
measured,1476.6,-146.6,2063.2,-902.2,-146.6,2063.5,-902.3,-510.5,1359.4,1529.5,,,,,,,1
measured,1492.1,-147.7,2088.4,-874.4,-149.0,2088.1,-875.0,-470.7,1389.3,1433.4,,,,,,,1
measured,1510.0,-161.6,2112.0,-857.1,-159.8,2112.9,-854.8,-479.2,1392.1,1247.1,,,,,,,1
measured,1526.2,-173.8,2130.3,-836.4,-172.0,2132.1,-836.4,-500.2,1373.4,1089.1,,,,,,,1
measured,1542.0,-181.9,2156.1,-820.0,-181.9,2155.0,-820.4,-510.5,1374.9,936.6,,,,,,,1
measured,1557.5,-194.9,2172.2,-806.1,-193.8,2173.6,-806.5,-529.0,1359.5,787.3,,,,,,,1
measured,1575.7,-248.0,2202.2,-797.7,-235.7,2200.6,-796.5,-639.5,1358.9,601.3,,,,,,,1
measured,1592.8,-282.4,2221.4,-794.8,-277.0,2222.4,-793.1,-751.0,1348.1,418.5,,,,,,,1
measured,1608.3,-294.8,2242.8,-788.6,-299.7,2242.9,-789.3,-819.8,1340.5,260.5,,,,,,,1
measured,1623.8,-294.7,2267.2,-781.0,-305.5,2266.0,-783.5,-843.7,1338.8,113.1,,,,,,,1
measured,1638.7,-298.3,2287.5,-778.1,-306.2,2287.4,-779.6,-884.2,1339.2,-23.2,,,,,,,1
measured,1658.0,-320.1,2311.5,-778.6,-319.0,2312.5,-778.9,-932.8,1333.3,-198.5,,,,,,,1
measured,1674.9,-313.3,2334.9,-779.0,-318.2,2335.0,-779.7,-932.6,1327.8,-352.4,,,,,,,1
measured,1689.9,,,,-318.2,2335.0,-779.7,-932.6,1327.8,-352.4,,,,,,,1
measured,1705.4,,,,-318.2,2335.0,-779.7,-932.6,1327.8,-352.4,,,,,,,1
measured,1719.8,,,,-318.2,2335.0,-779.7,-932.6,1327.8,-352.4,,,,,,,1
measured,1735.4,,,,-318.2,2335.0,-779.7,-932.6,1327.8,-352.4,,,,,,,1
measured,1748.5,,,,-318.2,2335.0,-779.7,-932.6,1327.8,-352.4,,,,,,,1
measured,1760.8,,,,-318.2,2335.0,-779.7,-932.6,1327.8,-352.4,,,,,,,1
measured,1776.9,,,,-318.2,2335.0,-779.7,-932.6,1327.8,-352.4,,,,,,,1
measured,1792.8,,,,-318.2,2335.0,-779.7,-932.6,1327.8,-352.4,,,,,,,1
predicted,288.1,,,,,,,,,,-67.7,1463.8,-782.0,228.3,438.6,-867.7,0
predicted,293.1,,,,,,,,,,-63.9,1450.6,-782.4,228.3,438.6,-867.7,0
predicted,298.1,,,,,,,,,,-60.1,1437.5,-783.1,228.3,438.6,-867.7,0
predicted,303.1,,,,,,,,,,-56.4,1424.4,-784.0,228.3,438.6,-867.7,0
predicted,308.1,,,,,,,,,,-52.6,1411.4,-785.2,228.3,438.6,-867.7,0
predicted,313.1,,,,,,,,,,-48.8,1398.4,-786.6,228.3,438.6,-867.7,0
predicted,318.1,,,,,,,,,,-45.1,1385.4,-788.3,228.3,438.6,-867.7,0
predicted,323.1,,,,,,,,,,-41.4,1372.4,-790.2,228.3,438.6,-867.7,0
predicted,328.1,,,,,,,,,,-37.6,1359.5,-792.4,228.3,438.6,-867.7,0
predicted,333.1,,,,,,,,,,-33.9,1346.6,-794.8,228.3,438.6,-867.7,0
predicted,338.1,,,,,,,,,,-30.2,1333.8,-797.4,228.3,438.6,-867.7,0
predicted,343.1,,,,,,,,,,-26.5,1321.0,-800.2,228.3,438.6,-867.7,0
predicted,348.1,,,,,,,,,,-22.8,1308.2,-803.4,228.3,438.6,-867.7,0
predicted,353.1,,,,,,,,,,-19.1,1295.4,-806.7,228.3,438.6,-867.7,0
predicted,358.1,,,,,,,,,,-15.4,1282.7,-810.3,228.3,438.6,-867.7,0
predicted,363.1,,,,,,,,,,-11.8,1270.0,-814.1,228.3,438.6,-867.7,0
predicted,368.1,,,,,,,,,,-8.1,1257.3,-818.1,228.3,438.6,-867.7,0
predicted,373.1,,,,,,,,,,-4.5,1244.7,-822.4,228.3,438.6,-867.7,0
predicted,378.1,,,,,,,,,,-0.8,1232.1,-826.9,228.3,438.6,-867.7,0
predicted,383.1,,,,,,,,,,2.8,1219.5,-831.7,228.3,438.6,-867.7,0
predicted,388.1,,,,,,,,,,6.4,1207.0,-836.7,228.3,438.6,-867.7,0
predicted,393.1,,,,,,,,,,10.0,1194.5,-841.9,228.3,438.6,-867.7,0
predicted,398.1,,,,,,,,,,13.6,1182.0,-847.4,228.3,438.6,-867.7,0
predicted,403.1,,,,,,,,,,17.2,1169.5,-853.0,228.3,438.6,-867.7,0
predicted,408.1,,,,,,,,,,20.8,1157.1,-859.0,228.3,438.6,-867.7,0
predicted,413.1,,,,,,,,,,24.4,1144.8,-865.1,228.3,438.6,-867.7,0
predicted,418.1,,,,,,,,,,28.0,1132.4,-871.5,228.3,438.6,-867.7,0
predicted,423.1,,,,,,,,,,31.5,1120.1,-878.1,228.3,438.6,-867.7,0
predicted,428.1,,,,,,,,,,35.1,1107.8,-884.9,228.3,438.6,-867.7,0
predicted,433.1,,,,,,,,,,38.6,1095.5,-892.0,228.3,438.6,-867.7,0
predicted,438.1,,,,,,,,,,42.1,1083.3,-899.3,228.3,438.6,-867.7,0
predicted,443.1,,,,,,,,,,45.7,1071.1,-906.8,228.3,438.6,-867.7,0
predicted,448.1,,,,,,,,,,49.2,1059.0,-914.5,228.3,438.6,-867.7,0
predicted,453.1,,,,,,,,,,52.7,1046.9,-922.5,228.3,438.6,-867.7,0
predicted,458.1,,,,,,,,,,56.2,1034.8,-930.7,228.3,438.6,-867.7,0
predicted,463.1,,,,,,,,,,59.6,1022.7,-939.1,228.3,438.6,-867.7,0
predicted,468.1,,,,,,,,,,63.1,1010.7,-947.7,228.3,438.6,-867.7,0
predicted,473.1,,,,,,,,,,66.6,998.7,-956.6,228.3,438.6,-867.7,0
predicted,478.1,,,,,,,,,,70.0,986.7,-965.6,228.3,438.6,-867.7,0
predicted,483.1,,,,,,,,,,73.5,974.8,-974.9,228.3,438.6,-867.7,0
predicted,488.1,,,,,,,,,,76.9,962.9,-984.4,228.3,438.6,-867.7,0
predicted,493.1,,,,,,,,,,80.3,951.0,-994.2,228.3,438.6,-867.7,0
predicted,498.1,,,,,,,,,,83.7,939.2,-1004.1,228.3,438.6,-867.7,0
predicted,503.1,,,,,,,,,,87.2,927.4,-1014.3,228.3,438.6,-867.7,0
predicted,508.1,,,,,,,,,,90.5,915.7,-1024.7,228.3,438.6,-867.7,0
predicted,513.1,,,,,,,,,,93.9,903.9,-1035.3,228.3,438.6,-867.7,0
predicted,518.1,,,,,,,,,,97.3,892.2,-1046.1,228.3,438.6,-867.7,0
predicted,523.1,,,,,,,,,,100.7,880.6,-1057.1,228.3,438.6,-867.7,0
predicted,528.1,,,,,,,,,,104.0,869.0,-1068.3,228.3,438.6,-867.7,0
predicted,533.1,,,,,,,,,,107.4,857.4,-1079.8,228.3,438.6,-867.7,0
predicted,538.1,,,,,,,,,,110.7,845.8,-1091.4,228.3,438.6,-867.7,0
predicted,543.1,,,,,,,,,,114.0,834.3,-1103.3,228.3,438.6,-867.7,0
predicted,548.1,,,,,,,,,,117.2,823.4,-1104.9,228.3,438.6,-867.7,1
predicted,553.1,,,,,,,,,,120.1,813.4,-1093.9,228.3,438.6,-867.7,1
predicted,558.1,,,,,,,,,,123.0,803.3,-1083.1,228.3,438.6,-867.7,1
predicted,563.1,,,,,,,,,,125.9,793.3,-1072.5,228.3,438.6,-867.7,1
predicted,568.1,,,,,,,,,,128.8,783.3,-1062.3,228.3,438.6,-867.7,1
predicted,573.1,,,,,,,,,,131.6,773.4,-1052.3,228.3,438.6,-867.7,1
predicted,578.1,,,,,,,,,,134.5,763.5,-1042.6,228.3,438.6,-867.7,1
predicted,583.1,,,,,,,,,,137.4,753.5,-1033.1,228.3,438.6,-867.7,1
predicted,588.1,,,,,,,,,,140.2,743.7,-1024.0,228.3,438.6,-867.7,1
predicted,593.1,,,,,,,,,,143.1,733.8,-1015.1,228.3,438.6,-867.7,1
predicted,598.1,,,,,,,,,,145.9,724.0,-1006.4,228.3,438.6,-867.7,1
predicted,603.1,,,,,,,,,,148.7,714.2,-998.1,228.3,438.6,-867.7,1
predicted,608.1,,,,,,,,,,151.6,704.4,-990.0,228.3,438.6,-867.7,1
predicted,613.1,,,,,,,,,,154.4,694.6,-982.1,228.3,438.6,-867.7,1
predicted,618.1,,,,,,,,,,157.2,684.9,-974.6,228.3,438.6,-867.7,1
predicted,623.1,,,,,,,,,,160.0,675.2,-967.2,228.3,438.6,-867.7,1
predicted,628.1,,,,,,,,,,162.8,665.5,-960.2,228.3,438.6,-867.7,1
predicted,633.1,,,,,,,,,,165.6,655.8,-953.4,228.3,438.6,-867.7,1
predicted,638.1,,,,,,,,,,168.4,646.1,-946.9,228.3,438.6,-867.7,1
predicted,643.1,,,,,,,,,,171.2,636.5,-940.6,228.3,438.6,-867.7,1
predicted,648.1,,,,,,,,,,173.9,626.9,-934.6,228.3,438.6,-867.7,1
predicted,653.1,,,,,,,,,,176.7,617.3,-928.8,228.3,438.6,-867.7,1
predicted,658.1,,,,,,,,,,179.5,607.7,-923.3,228.3,438.6,-867.7,1
predicted,663.1,,,,,,,,,,182.2,598.2,-918.1,228.3,438.6,-867.7,1
predicted,668.1,,,,,,,,,,185.0,588.6,-913.1,228.3,438.6,-867.7,1
predicted,673.1,,,,,,,,,,187.7,579.1,-908.4,228.3,438.6,-867.7,1
predicted,678.1,,,,,,,,,,190.5,569.6,-903.9,228.3,438.6,-867.7,1
predicted,683.1,,,,,,,,,,193.2,560.2,-899.7,228.3,438.6,-867.7,1
predicted,688.1,,,,,,,,,,195.9,550.7,-895.7,228.3,438.6,-867.7,1
predicted,693.1,,,,,,,,,,198.7,541.3,-892.0,228.3,438.6,-867.7,1
predicted,698.1,,,,,,,,,,201.4,531.8,-888.5,228.3,438.6,-867.7,1
predicted,703.1,,,,,,,,,,204.1,522.4,-885.3,228.3,438.6,-867.7,1
predicted,708.1,,,,,,,,,,206.8,513.0,-882.4,228.3,438.6,-867.7,1
predicted,713.1,,,,,,,,,,209.5,503.7,-879.6,228.3,438.6,-867.7,1
predicted,718.1,,,,,,,,,,212.2,494.3,-877.2,228.3,438.6,-867.7,1
predicted,723.1,,,,,,,,,,214.9,485.0,-875.0,228.3,438.6,-867.7,1
predicted,728.1,,,,,,,,,,217.6,475.7,-873.0,228.3,438.6,-867.7,1
predicted,733.1,,,,,,,,,,220.3,466.4,-871.3,228.3,438.6,-867.7,1
predicted,738.1,,,,,,,,,,223.0,457.1,-869.8,228.3,438.6,-867.7,1
predicted,743.1,,,,,,,,,,225.6,447.8,-868.6,228.3,438.6,-867.7,1
predicted,748.1,,,,,,,,,,228.3,438.6,-867.7,228.3,438.6,-867.7,1
predicted,753.1,,,,,,,,,,231.0,429.3,-866.9,228.3,438.6,-867.7,1
predicted,758.1,,,,,,,,,,233.7,420.1,-866.5,228.3,438.6,-867.7,1
predicted,763.1,,,,,,,,,,236.3,410.9,-866.2,228.3,438.6,-867.7,1
predicted,768.1,,,,,,,,,,239.0,401.7,-866.3,228.3,438.6,-867.7,1
predicted,773.1,,,,,,,,,,241.6,392.5,-866.5,228.3,438.6,-867.7,1
predicted,778.1,,,,,,,,,,244.3,383.4,-867.0,228.3,438.6,-867.7,1
predicted,783.1,,,,,,,,,,246.9,374.2,-867.8,228.3,438.6,-867.7,1
predicted,788.1,,,,,,,,,,249.5,365.1,-868.8,228.3,438.6,-867.7,1
predicted,793.1,,,,,,,,,,252.2,356.0,-870.0,228.3,438.6,-867.7,1
predicted,798.1,,,,,,,,,,254.8,346.9,-871.5,228.3,438.6,-867.7,1
predicted,803.1,,,,,,,,,,257.4,337.8,-873.2,228.3,438.6,-867.7,1
predicted,808.1,,,,,,,,,,260.0,328.7,-875.2,228.3,438.6,-867.7,1
predicted,813.1,,,,,,,,,,262.6,319.7,-877.4,228.3,438.6,-867.7,1
predicted,818.1,,,,,,,,,,265.3,310.7,-879.8,228.3,438.6,-867.7,1
predicted,823.1,,,,,,,,,,267.9,301.6,-882.5,228.3,438.6,-867.7,1
predicted,828.1,,,,,,,,,,270.5,292.6,-885.5,228.3,438.6,-867.7,1
predicted,833.1,,,,,,,,,,273.0,283.7,-888.6,228.3,438.6,-867.7,1
predicted,838.1,,,,,,,,,,275.6,274.7,-892.0,228.3,438.6,-867.7,1
predicted,843.1,,,,,,,,,,278.2,265.7,-895.7,228.3,438.6,-867.7,1
predicted,848.1,,,,,,,,,,280.8,256.8,-899.6,228.3,438.6,-867.7,1
predicted,853.1,,,,,,,,,,283.4,247.9,-903.7,228.3,438.6,-867.7,1
predicted,858.1,,,,,,,,,,286.0,239.0,-908.1,228.3,438.6,-867.7,1
predicted,863.1,,,,,,,,,,288.5,230.1,-912.7,228.3,438.6,-867.7,1
predicted,868.1,,,,,,,,,,291.1,221.2,-917.5,228.3,438.6,-867.7,1
predicted,873.1,,,,,,,,,,293.6,212.4,-922.6,228.3,438.6,-867.7,1
predicted,878.1,,,,,,,,,,296.2,203.5,-927.9,228.3,438.6,-867.7,1
predicted,883.1,,,,,,,,,,298.7,194.7,-933.4,228.3,438.6,-867.7,1
predicted,888.1,,,,,,,,,,301.3,185.9,-939.2,228.3,438.6,-867.7,1
predicted,893.1,,,,,,,,,,303.8,177.1,-945.2,228.3,438.6,-867.7,1
predicted,898.1,,,,,,,,,,306.3,168.3,-951.5,228.3,438.6,-867.7,1
predicted,903.1,,,,,,,,,,308.9,159.6,-958.0,228.3,438.6,-867.7,1
predicted,908.1,,,,,,,,,,311.4,150.9,-964.7,228.3,438.6,-867.7,1
predicted,913.1,,,,,,,,,,313.9,142.1,-971.6,228.3,438.6,-867.7,1
predicted,918.1,,,,,,,,,,316.4,133.4,-978.8,228.3,438.6,-867.7,1
predicted,923.1,,,,,,,,,,318.9,124.8,-986.2,228.3,438.6,-867.7,1
predicted,928.1,,,,,,,,,,321.4,116.1,-993.8,228.3,438.6,-867.7,1
predicted,933.1,,,,,,,,,,323.9,107.5,-1001.7,228.3,438.6,-867.7,1
predicted,938.1,,,,,,,,,,326.4,98.8,-1009.8,228.3,438.6,-867.7,1
predicted,943.1,,,,,,,,,,328.9,90.2,-1018.1,228.3,438.6,-867.7,1
predicted,948.1,,,,,,,,,,331.4,81.6,-1026.7,228.3,438.6,-867.7,1
predicted,953.1,,,,,,,,,,333.9,73.1,-1035.4,228.3,438.6,-867.7,1
predicted,958.1,,,,,,,,,,336.3,64.5,-1044.4,228.3,438.6,-867.7,1
predicted,963.1,,,,,,,,,,338.8,56.0,-1053.7,228.3,438.6,-867.7,1
predicted,968.1,,,,,,,,,,341.3,47.5,-1063.1,228.3,438.6,-867.7,1
predicted,973.1,,,,,,,,,,343.7,39.0,-1072.8,228.3,438.6,-867.7,1
predicted,978.1,,,,,,,,,,346.1,30.5,-1082.7,228.3,438.6,-867.7,1
predicted,983.1,,,,,,,,,,348.6,22.1,-1092.8,228.3,438.6,-867.7,1
predicted,988.1,,,,,,,,,,351.0,13.6,-1103.1,228.3,438.6,-867.7,1
predicted,993.1,,,,,,,,,,353.3,5.6,-1106.5,228.3,438.6,-867.7,2
predicted,998.1,,,,,,,,,,355.5,-1.8,-1096.9,228.3,438.6,-867.7,2
predicted,1003.1,,,,,,,,,,357.6,-9.2,-1087.5,228.3,438.6,-867.7,2
predicted,1008.1,,,,,,,,,,359.7,-16.5,-1078.3,228.3,438.6,-867.7,2
predicted,1013.1,,,,,,,,,,361.8,-23.8,-1069.5,228.3,438.6,-867.7,2
predicted,1018.1,,,,,,,,,,364.0,-31.1,-1060.9,228.3,438.6,-867.7,2
predicted,1023.1,,,,,,,,,,366.1,-38.4,-1052.5,228.3,438.6,-867.7,2
predicted,1028.1,,,,,,,,,,368.2,-45.7,-1044.4,228.3,438.6,-867.7,2
predicted,1033.1,,,,,,,,,,370.3,-53.0,-1036.6,228.3,438.6,-867.7,2
predicted,1038.1,,,,,,,,,,372.4,-60.3,-1029.1,228.3,438.6,-867.7,2
predicted,1043.1,,,,,,,,,,374.5,-67.5,-1021.8,228.3,438.6,-867.7,2
predicted,1048.1,,,,,,,,,,376.5,-74.7,-1014.7,228.3,438.6,-867.7,2
predicted,1053.1,,,,,,,,,,378.6,-81.9,-1007.9,228.3,438.6,-867.7,2
predicted,1058.1,,,,,,,,,,380.7,-89.1,-1001.4,228.3,438.6,-867.7,2
predicted,1063.1,,,,,,,,,,382.8,-96.3,-995.1,228.3,438.6,-867.7,2
predicted,1068.1,,,,,,,,,,384.8,-103.5,-989.1,228.3,438.6,-867.7,2
predicted,1073.1,,,,,,,,,,386.9,-110.7,-983.4,228.3,438.6,-867.7,2
predicted,1078.1,,,,,,,,,,389.0,-117.8,-977.9,228.3,438.6,-867.7,2
predicted,1083.1,,,,,,,,,,391.0,-125.0,-972.6,228.3,438.6,-867.7,2
predicted,1088.1,,,,,,,,,,393.1,-132.1,-967.6,228.3,438.6,-867.7,2
predicted,1093.1,,,,,,,,,,395.2,-139.2,-962.9,228.3,438.6,-867.7,2
predicted,1098.1,,,,,,,,,,397.2,-146.3,-958.4,228.3,438.6,-867.7,2
predicted,1103.1,,,,,,,,,,399.3,-153.4,-954.2,228.3,438.6,-867.7,2
predicted,1108.1,,,,,,,,,,401.3,-160.5,-950.2,228.3,438.6,-867.7,2
predicted,1113.1,,,,,,,,,,403.3,-167.5,-946.5,228.3,438.6,-867.7,2
predicted,1118.1,,,,,,,,,,405.4,-174.6,-943.0,228.3,438.6,-867.7,2
predicted,1123.1,,,,,,,,,,407.4,-181.7,-939.8,228.3,438.6,-867.7,2
predicted,1128.1,,,,,,,,,,409.5,-188.7,-936.8,228.3,438.6,-867.7,2
predicted,1133.1,,,,,,,,,,411.5,-195.7,-934.1,228.3,438.6,-867.7,2
