frame,time_s,rob_x,rob_y,rob_z,cam_x,cam_y,cam_z,disparity,reproj_err
1259,19.4433,-6.6,1792.6,-1110.8,18.59,36.69,165.43,188.8,0.03
1260,19.4602,-2.7,1789.3,-1108.5,18.12,36.48,165.2,189.0,0.1
1261,19.4759,-7.3,1777.4,-1111.3,17.3,36.53,166.22,187.8,0.22
1262,19.4919,-7.5,1770.5,-1111.8,16.71,36.5,166.58,187.3,0.17
1263,19.5079,-8.8,1763.3,-1111.6,16.14,36.36,167.02,186.8,0.01
1264,19.5253,-8.8,1756.1,-1110.8,15.52,36.2,167.35,186.3,0.04
1265,19.5466,-10.2,1749.1,-1112.5,14.98,36.25,167.84,185.8,0.6
1266,19.564,-7.2,1743.0,-1111.3,14.3,36.11,167.85,185.7,0.33
1267,19.5825,-5.0,1739.5,-1109.7,13.89,35.93,167.8,185.7,0.28
1268,19.601,7.0,1739.0,-1102.8,13.28,35.44,166.66,186.9,0.74
1269,19.6188,-2.9,1726.0,-1108.4,12.61,35.67,168.24,185.1,0.64
1270,19.6378,-9.5,1713.7,-1111.5,11.86,35.72,169.44,183.7,0.52
1271,19.6564,-7.5,1709.3,-1110.7,11.38,35.62,169.47,183.7,0.64
1272,19.6737,-8.7,1702.6,-1110.2,10.86,35.47,169.89,183.2,0.37
1273,19.6892,1.9,1701.7,-1104.8,10.28,35.09,168.91,184.2,0.48
1274,19.7054,3.6,1696.2,-1103.0,9.73,34.87,168.99,184.1,0.12
1275,19.7193,0.6,1688.8,-1106.1,9.22,35.03,169.66,183.3,0.22
1276,19.7357,8.2,1687.0,-1100.8,8.71,34.61,168.99,184.0,0.32
1277,19.7583,3.6,1678.1,-1103.3,8.15,34.67,169.86,183.0,0.6
1278,19.7755,-4.0,1665.8,-1107.8,7.44,34.85,171.18,181.5,0.35
1279,19.7944,-9.0,1654.9,-1109.1,6.73,34.75,172.16,180.5,0.22
1280,19.8102,-22.2,1637.9,-1116.0,5.88,35.02,174.24,178.2,0.03
1281,19.8255,-28.0,1625.9,-1119.1,5.1,35.08,175.36,177.0,0.04
1282,19.8411,-26.9,1620.1,-1118.5,4.55,34.97,175.54,176.8,0.18
1283,19.856,-23.0,1617.3,-1115.7,4.12,34.72,175.28,177.0,0.11
1284,19.8707,-21.1,1612.8,-1115.0,3.64,34.62,175.32,177.0,0.01
1285,19.8867,-21.4,1607.8,-1115.5,3.21,34.6,175.59,176.7,0.26
1286,19.9032,-22.6,1601.8,-1116.6,2.75,34.61,176.0,176.2,0.22
1287,19.9189,-25.3,1595.5,-1117.9,2.33,34.62,176.56,175.6,0.17
1288,19.9342,-26.2,1588.3,-1118.5,1.75,34.58,176.99,175.2,0.19
1289,19.9505,-22.6,1586.0,-1116.6,1.38,34.42,176.75,175.4,0.04
1290,19.9661,-17.7,1585.4,-1113.8,1.1,34.21,176.31,175.8,0.04
1291,19.982,-13.6,1580.7,-1111.2,0.49,33.96,176.13,175.9,0.48
1295,20.0414,-17.0,1558.5,-1111.8,-1.28,33.69,177.49,174.4,0.43
1296,20.057,-10.9,1557.7,-1108.7,-1.63,33.47,176.95,175.0,0.5
1297,20.0731,-19.8,1544.8,-1112.8,-2.33,33.57,178.41,173.5,0.26
1298,20.0893,-16.7,1542.8,-1110.1,-2.65,33.33,178.18,173.7,0.14
1299,20.105,-16.6,1536.1,-1110.3,-3.24,33.26,178.5,173.3,0.14
1300,20.1209,-14.2,1534.0,-1109.5,-3.54,33.2,178.38,173.4,0.13
1301,20.1372,-13.8,1528.9,-1109.3,-4.0,33.12,178.58,173.2,0.06
1302,20.1533,-11.0,1525.4,-1108.9,-4.44,33.08,178.5,173.2,0.13
1303,20.1691,-12.1,1519.7,-1109.0,-4.88,33.0,178.87,172.9,0.2
1304,20.1855,-16.2,1511.6,-1111.2,-5.39,33.05,179.65,172.1,0.31
1305,20.2014,-17.7,1505.3,-1111.7,-5.87,33.0,180.09,171.6,0.39
1306,20.2173,-14.7,1503.4,-1109.6,-6.17,32.82,179.88,171.8,0.47
1307,20.2323,-14.9,1499.2,-1110.0,-6.53,32.8,180.1,171.6,0.42
1308,20.2478,-14.1,1497.2,-1109.1,-6.75,32.7,180.11,171.5,0.57
1309,20.2638,-18.6,1488.4,-1111.5,-7.29,32.76,180.97,170.7,0.54
1310,20.2804,-16.0,1486.4,-1110.5,-7.59,32.67,180.82,170.8,0.45
1311,20.2938,-13.7,1483.8,-1109.1,-7.93,32.54,180.72,170.9,0.59
1312,20.3076,-13.8,1478.8,-1109.6,-8.36,32.52,180.97,170.6,0.5
1313,20.3221,-16.2,1473.4,-1109.7,-8.71,32.43,181.44,170.2,0.47
1314,20.3384,-16.8,1469.3,-1110.3,-9.04,32.42,181.7,169.9,0.32
1315,20.3546,-16.1,1465.1,-1109.8,-9.43,32.33,181.83,169.7,0.37
1316,20.3703,-18.7,1458.2,-1111.9,-9.91,32.41,182.42,169.2,0.24
1317,20.3869,-25.7,1446.8,-1115.0,-10.58,32.46,183.62,168.0,0.01
1319,20.4182,-25.6,1439.7,-1114.3,-11.2,32.31,183.94,167.7,0.12
1320,20.4345,-17.6,1442.7,-1109.8,-11.31,32.02,183.03,168.5,0.03
1322,20.4662,-14.3,1435.8,-1106.7,-12.06,31.69,183.01,168.5,0.1
1323,20.4812,-18.1,1428.5,-1108.4,-12.52,31.7,183.71,167.8,0.11
1325,20.5127,-17.6,1419.2,-1108.9,-13.36,31.64,184.13,167.4,0.12
1326,20.5273,-16.8,1416.4,-1108.4,-13.64,31.57,184.18,167.3,0.11
1327,20.5407,-15.4,1413.9,-1107.4,-13.91,31.47,184.16,167.3,0.17
1328,20.5553,-19.1,1405.8,-1109.8,-14.44,31.54,184.91,166.6,0.28
1329,20.5694,-19.1,1403.1,-1109.2,-14.68,31.45,185.02,166.5,0.19
1330,20.5858,-20.0,1398.0,-1109.5,-15.08,31.4,185.36,166.2,0.36
1332,20.6156,-22.8,1386.7,-1110.6,-15.93,31.33,186.15,165.4,0.41
1333,20.6295,-24.2,1382.0,-1111.8,-16.28,31.36,186.52,165.1,0.4
1334,20.6446,-19.4,1382.7,-1109.4,-16.45,31.21,186.03,165.5,0.36
1336,20.6742,-18.3,1377.0,-1108.3,-16.99,31.05,186.19,165.3,0.36
1337,20.6907,-19.6,1373.0,-1109.1,-17.28,31.05,186.51,165.0,0.47
1338,20.7071,-19.2,1371.2,-1108.7,-17.45,31.0,186.55,165.0,0.51
1341,20.754,-22.3,1358.5,-1110.5,-18.42,30.97,187.45,164.1,0.63
1342,20.7691,-20.3,1357.3,-1108.5,-18.6,30.79,187.3,164.2,0.3
1343,20.784,-19.6,1354.6,-1108.8,-18.87,30.79,187.37,164.2,0.14
1354,20.9528,-21.5,1313.0,-1109.4,-22.41,30.3,189.53,162.1,0.43
1355,20.9692,-22.6,1309.5,-1109.5,-22.66,30.25,189.8,161.8,0.26
1356,20.9864,-23.8,1304.5,-1110.4,-23.04,30.26,190.16,161.5,0.32
1358,21.0163,-21.0,1300.1,-1108.5,-23.55,30.06,190.08,161.5,0.31
1360,21.0469,-19.8,1295.5,-1105.7,-24.0,29.75,190.15,161.5,0.16
1361,21.0607,-19.1,1290.9,-1106.5,-24.44,29.77,190.32,161.3,0.35
1362,21.0754,-16.4,1293.9,-1104.2,-24.29,29.63,189.91,161.7,0.09
1363,21.0928,-21.4,1283.4,-1107.5,-24.98,29.74,190.89,160.8,0.29
1364,21.1076,-21.5,1280.5,-1107.7,-25.23,29.73,191.05,160.6,0.39
1366,21.1387,-20.2,1277.5,-1106.9,-25.55,29.63,191.07,160.6,0.3
1367,21.1549,-22.6,1272.4,-1107.9,-25.88,29.63,191.54,160.2,0.28
1368,21.17,-23.2,1267.9,-1108.5,-26.25,29.62,191.81,159.9,0.35
1369,21.185,-20.9,1269.9,-1107.4,-26.18,29.58,191.5,160.2,0.34
1370,21.2003,-24.4,1262.6,-1108.8,-26.65,29.57,192.17,159.6,0.45
1375,21.2732,-22.5,1248.0,-1109.0,-28.01,29.43,192.71,159.1,0.25
1393,21.5538,-23.2,1201.5,-1105.7,-32.01,28.51,194.92,157.1,0.41
1394,21.5677,-21.2,1200.7,-1103.8,-32.17,28.35,194.76,157.2,0.45
1395,21.5831,-23.1,1194.8,-1103.6,-32.59,28.23,195.19,156.8,0.36
1396,21.5983,-17.9,1197.6,-1100.6,-32.59,28.05,194.56,157.3,0.37
1397,21.6141,-25.2,1187.1,-1103.8,-33.15,28.12,195.74,156.4,0.17
1398,21.63,-24.6,1185.8,-1103.6,-33.3,28.09,195.75,156.4,0.27
1399,21.6441,-28.7,1175.6,-1105.6,-33.99,28.09,196.62,155.6,0.32
1400,21.6586,-26.1,1175.3,-1104.1,-34.14,27.98,196.38,155.8,0.48
1401,21.6747,-26.7,1172.6,-1104.0,-34.35,27.93,196.57,155.7,0.35
1402,21.6915,-28.1,1169.4,-1104.6,-34.56,27.93,196.85,155.4,0.17
1403,21.7063,-30.1,1165.2,-1105.3,-34.83,27.92,197.24,155.1,0.18
1404,21.7218,-31.4,1157.6,-1106.9,-35.43,27.95,197.74,154.7,0.35
1405,21.7378,-25.7,1161.1,-1105.0,-35.4,27.9,197.05,155.2,0.42
1406,21.7538,-21.7,1163.9,-1103.4,-35.35,27.84,196.54,155.6,0.36
1407,21.7696,-21.4,1160.2,-1102.4,-35.69,27.7,196.67,155.5,0.4
1408,21.7857,-21.0,1159.7,-1101.8,-35.75,27.64,196.65,155.5,0.3
1409,21.8019,-23.1,1153.9,-1103.1,-36.15,27.67,197.13,155.1,0.13
1410,21.8171,-22.3,1154.0,-1101.6,-36.18,27.53,197.02,155.2,0.07
1411,21.8333,-23.9,1147.4,-1102.7,-36.67,27.53,197.5,154.8,0.26
1412,21.8492,-30.2,1136.5,-1106.4,-37.32,27.66,198.63,153.9,0.26
1413,21.8639,-19.9,1147.8,-1100.6,-36.82,27.39,197.1,155.1,0.2
1414,21.8798,-21.7,1142.5,-1101.4,-37.2,27.38,197.52,154.8,0.21
1415,21.8951,-20.7,1142.7,-1100.6,-37.23,27.31,197.41,154.8,0.27
1416,21.9085,-23.9,1136.6,-1101.2,-37.61,27.24,197.99,154.4,0.1
1417,21.9242,-27.0,1131.0,-1102.9,-37.95,27.29,198.55,153.9,0.39
1418,21.9397,-24.6,1131.9,-1101.3,-37.98,27.19,198.27,154.1,0.39
1419,21.9555,-27.1,1125.7,-1103.5,-38.41,27.28,198.83,153.7,0.36
1421,21.9861,-27.4,1120.9,-1102.7,-38.81,27.15,199.06,153.5,0.57
