frame,time_s,rob_x,rob_y,rob_z,cam_x,cam_y,cam_z,disparity,reproj_err
1519,23.748,37.5,1288.2,-1101.6,22.11,23.71,231.86,137.5,0.0
1520,23.7656,-5.5,1264.5,-1115.5,20.44,24.07,236.67,134.6,0.05
1521,23.7837,-15.8,1247.1,-1118.7,18.89,24.07,238.0,133.7,0.08
1522,23.8005,3.1,1240.0,-1111.8,17.89,23.7,236.15,134.7,0.41
1523,23.8172,1.6,1227.7,-1111.6,16.71,23.56,236.48,134.4,0.62
1524,23.836,-7.0,1214.6,-1115.0,15.55,23.64,237.59,133.7,0.47
1525,23.8515,21.1,1202.1,-1105.8,13.89,23.2,234.88,135.2,0.48
1526,23.8678,20.0,1189.4,-1107.3,12.65,23.23,235.21,134.9,0.25
1527,23.8842,33.1,1179.7,-1101.2,11.5,22.81,233.98,135.5,0.95
1528,23.9013,36.4,1169.9,-1100.7,10.47,22.76,233.8,135.6,0.87
1529,23.9177,66.5,1161.7,-1092.9,9.19,22.52,230.86,137.2,0.57
1530,23.9349,65.7,1149.3,-1091.1,7.99,22.25,231.1,137.0,0.31
1531,23.9518,74.8,1140.1,-1088.7,6.94,22.12,230.32,137.4,0.27
1532,23.9686,65.7,1125.8,-1090.8,5.68,22.05,231.46,136.6,0.24
1533,23.9841,69.2,1114.1,-1089.4,4.47,21.9,231.28,136.6,0.09
1534,24.0013,79.6,1107.1,-1085.8,3.62,21.7,230.31,137.1,0.09
1535,24.0172,21.1,1073.0,-1104.5,1.18,22.15,236.88,133.2,0.41
1536,24.0338,28.0,1063.4,-1101.7,0.12,21.94,236.31,133.4,0.41
1537,24.0507,34.1,1053.5,-1100.3,-0.94,21.86,235.84,133.6,0.19
1538,24.0672,25.9,1039.8,-1104.2,-2.17,21.98,236.93,132.9,0.38
1539,24.0838,32.9,1031.8,-1101.2,-3.07,21.76,236.33,133.2,0.41
1540,24.1006,35.1,1020.6,-1099.5,-4.2,21.57,236.25,133.2,0.12
1541,24.1166,30.1,1007.5,-1102.4,-5.42,21.66,237.0,132.7,0.18
1542,24.1323,26.9,994.8,-1102.2,-6.61,21.49,237.5,132.3,0.39
1543,24.1499,31.7,983.5,-1100.5,-7.8,21.33,237.18,132.4,0.04
1544,24.1672,-21.9,952.1,-1118.4,-10.07,21.82,243.22,129.0,0.18
1545,24.184,1.0,945.9,-1111.9,-11.04,21.58,240.97,130.1,0.17
1546,24.2013,-0.1,936.2,-1111.8,-11.97,21.48,241.23,129.9,0.01
1547,24.2178,-4.7,922.3,-1114.5,-13.28,21.57,241.95,129.5,0.27
1548,24.2337,-15.9,906.7,-1118.4,-14.64,21.62,243.35,128.6,0.4
1549,24.2502,-19.3,894.6,-1118.8,-15.77,21.51,243.88,128.3,0.01
1550,24.2669,-13.7,886.2,-1117.6,-16.7,21.44,243.44,128.5,0.14
1551,24.2825,30.4,886.1,-1104.0,-17.39,20.96,238.91,130.8,0.01
1552,24.3002,38.3,878.3,-1102.0,-18.29,20.86,238.23,131.1,0.01
1553,24.3157,34.0,865.4,-1103.3,-19.49,20.81,238.88,130.7,0.05
1554,24.3313,57.3,855.3,-1096.2,-20.85,20.49,236.64,131.9,0.11
1555,24.3467,53.2,845.2,-1096.9,-21.77,20.41,237.2,131.5,0.19
1556,24.363,61.1,835.8,-1093.8,-22.82,20.19,236.53,131.8,0.05
1557,24.3789,62.6,826.8,-1093.8,-23.74,20.16,236.52,131.7,0.03
1558,24.3946,69.9,819.4,-1090.5,-24.58,19.93,235.86,132.0,0.13
1559,24.4121,59.3,805.5,-1092.7,-25.77,19.84,237.15,131.2,0.19
1560,24.4295,60.9,795.9,-1093.6,-26.74,19.89,237.17,131.2,0.16
1561,24.4457,50.2,779.4,-1096.0,-28.2,19.8,238.51,130.4,0.42
1562,24.4612,50.9,768.6,-1096.9,-29.28,19.83,238.63,130.2,0.16
1563,24.4781,46.9,756.1,-1097.0,-30.45,19.67,239.22,129.8,0.56
1564,24.4941,55.9,750.2,-1094.1,-31.17,19.52,238.38,130.2,0.6
1565,24.5108,65.9,742.3,-1092.4,-32.1,19.48,237.51,130.6,0.52
1566,24.5273,60.5,730.1,-1094.2,-33.22,19.47,238.26,130.2,0.43
1567,24.5432,47.8,713.6,-1097.4,-34.65,19.43,239.8,129.3,0.25
1568,24.5579,22.8,686.6,-1103.9,-36.92,19.39,242.77,127.6,0.41
1569,24.5733,27.0,679.1,-1103.9,-37.72,19.41,242.49,127.7,0.19
1570,24.5896,16.7,661.7,-1106.9,-39.27,19.38,243.82,126.9,0.26
1571,24.6061,19.1,653.3,-1106.5,-40.14,19.33,243.71,126.9,0.34
1572,24.6219,41.8,654.5,-1098.7,-40.37,19.02,241.35,128.1,0.34
1573,24.637,18.4,630.4,-1103.8,-42.37,18.89,244.08,126.6,0.11
1574,24.6531,19.5,622.5,-1105.1,-43.18,18.98,244.13,126.5,0.01
1575,24.6683,19.0,609.8,-1104.4,-44.41,18.82,244.36,126.3,0.11
1576,24.6845,26.1,605.2,-1103.1,-44.98,18.8,243.72,126.6,0.09
1577,24.7015,19.8,592.5,-1105.5,-46.14,18.82,244.58,126.1,0.04
1578,24.7206,19.3,580.3,-1104.4,-47.33,18.62,244.8,125.9,0.22
1579,24.7369,71.8,591.5,-1088.2,-47.04,18.13,239.22,128.8,0.15
1580,24.7541,56.1,573.5,-1093.7,-48.58,18.23,241.13,127.7,0.13
1581,24.7701,23.0,541.5,-1104.4,-51.21,18.41,245.05,125.5,0.08
1582,24.7864,19.0,529.2,-1106.2,-52.36,18.42,245.66,125.2,0.02
1583,24.8021,17.6,518.0,-1106.6,-53.44,18.36,245.99,124.9,0.14
1584,24.8179,23.0,511.3,-1105.6,-54.19,18.32,245.55,125.1,0.05
1585,24.8347,22.7,500.9,-1105.8,-55.21,18.25,245.74,125.0,0.11
1586,24.8508,14.6,484.2,-1109.0,-56.73,18.29,246.85,124.3,0.25
1587,24.8671,17.5,477.6,-1107.4,-57.42,18.14,246.65,124.4,0.11
1588,24.8832,31.4,475.6,-1103.4,-57.84,18.01,245.26,125.0,0.03
1589,24.8998,24.8,461.9,-1106.6,-59.09,18.1,246.17,124.5,0.07
1590,24.9162,33.9,457.2,-1102.8,-59.69,17.87,245.29,124.9,0.34
1591,24.9338,20.9,440.3,-1106.6,-61.15,17.86,246.89,124.1,0.2
1592,24.9502,9.7,426.1,-1109.5,-62.38,17.84,248.25,123.3,0.09
1593,24.9677,-22.6,389.3,-1119.7,-65.49,17.94,252.15,121.3,0.07
1594,24.9845,-22.2,380.1,-1118.4,-66.4,17.76,252.24,121.2,0.1
1595,25.001,-16.5,373.0,-1115.6,-67.19,17.54,251.74,121.4,0.47
1596,25.0182,-22.7,359.3,-1118.2,-68.44,17.59,252.61,120.9,0.3
1597,25.0366,-7.2,358.4,-1112.7,-68.78,17.34,251.01,121.6,0.18
1598,25.054,6.0,353.3,-1107.6,-69.48,17.06,249.71,122.2,0.39
1599,25.0714,32.7,361.3,-1099.4,-69.1,16.83,246.84,123.6,0.17
1600,25.0887,-5.8,324.6,-1111.7,-72.12,17.03,251.38,121.3,0.35
1601,25.106,5.2,322.6,-1108.2,-72.48,16.89,250.28,121.8,0.44
1602,25.1226,41.5,331.5,-1096.7,-72.18,16.53,246.41,123.7,0.18
1603,25.1403,37.3,320.9,-1098.7,-73.16,16.56,247.02,123.3,0.02
1604,25.1575,25.7,296.7,-1102.5,-75.36,16.54,248.6,122.4,0.19
1605,25.1738,23.2,286.5,-1102.5,-76.32,16.42,249.0,122.2,0.44
1606,25.1907,14.9,273.4,-1105.6,-77.48,16.47,250.06,121.6,0.41
1607,25.2072,12.6,261.2,-1106.3,-78.65,16.41,250.5,121.3,0.28
1608,25.223,16.8,258.0,-1103.3,-79.03,16.18,250.08,121.5,0.65
1609,25.24,7.9,241.9,-1107.3,-80.48,16.28,251.27,120.9,0.35
1610,25.2565,20.5,239.8,-1103.0,-80.88,16.08,250.0,121.4,0.43
1611,25.2724,21.7,231.1,-1103.0,-81.75,16.05,250.02,121.4,0.52
1612,25.2907,30.8,227.9,-1100.0,-82.21,15.91,249.13,121.8,0.69
1617,25.3635,-8.9,148.7,-1114.1,-89.4,15.96,254.5,118.9,0.63
1618,25.3801,-5.2,143.1,-1113.0,-90.02,15.88,254.21,119.0,0.53
1633,25.6116,19.1,28.7,-1099.0,-101.63,14.17,253.37,118.8,0.48
1634,25.6285,17.3,20.7,-1098.9,-102.39,14.06,253.67,118.6,0.27
1635,25.6442,16.8,13.1,-1099.3,-103.14,14.05,253.85,118.5,0.21
1636,25.6606,1.4,-5.9,-1105.1,-104.77,14.17,255.76,117.6,0.28
1637,25.6773,13.9,-3.5,-1105.0,-104.75,14.42,254.5,118.1,0.34
1638,25.6928,4.9,-18.3,-1113.0,-106.08,14.93,255.77,117.5,0.1
1639,25.7098,10.9,-20.5,-1115.5,-106.41,15.27,255.27,117.7,0.17
